Kernel name,Computation duration (ns),Global size,Local size,BLOCK_SIZE,GRID_SIZE,PRECISION,LOOP_UNROLL_REDUCE_1,LOOP_UNROLL_REDUCE_2,TEXTURE_MEMORY,KERNEL_SHARED_MEMORY_SIZE,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
reduce_helper,6189824,256,2,2,128,64,1,0,0,1,1024,64,0,0,16
reduce_helper,248512,16384,16,16,1024,32,1,0,0,1,1024,256,0,0,15
reduce_helper,11298176,256,4,4,64,32,1,1,0,1,1024,64,0,0,14
reduce_helper,442336,8192,16,16,512,32,0,1,0,1,1024,256,0,0,13
reduce_helper,860960,2048,128,128,16,64,1,1,0,1,1024,4096,0,0,16
reduce_helper,114144,65536,64,64,1024,32,0,0,0,1,1024,1024,0,0,15
reduce_helper,338543168,8,1,1,8,32,0,1,0,1,1024,16,0,0,14
reduce_helper,1423168,2048,4,4,512,32,0,0,0,1,1024,64,0,0,15
reduce_helper,3501056,1024,1024,1024,1,32,1,0,0,1,1024,16384,0,0,14
reduce_helper,414112,4096,8,8,512,64,0,0,0,1,1024,256,0,0,16
reduce_helper,5482592,256,1,1,256,64,0,1,0,1,1024,32,0,0,16
reduce_helper,43167936,64,64,64,1,32,1,0,0,1,1024,1024,0,0,15
reduce_helper,2742240,1024,64,64,16,32,1,0,0,1,1024,1024,0,0,15
reduce_helper,2707040,1024,8,8,128,32,0,0,0,1,1024,128,0,0,15
reduce_helper,1513760,1024,64,64,16,64,0,0,0,1,1024,2048,0,0,16
reduce_helper,106240,131072,256,256,512,32,0,0,0,1,1024,4096,0,0,14
reduce_helper,1374624,2048,2,2,1024,32,0,0,0,1,1024,32,0,0,15
reduce_helper,112224,65536,128,128,512,32,0,1,0,1,1024,2048,0,0,14
reduce_helper,108128,524288,512,512,1024,32,0,0,0,1,1024,8192,0,0,14
reduce_helper,40801856,64,8,8,8,32,0,0,0,1,1024,128,0,0,15
reduce_helper,3017216,1024,256,256,4,32,0,0,0,1,1024,4096,0,0,14
reduce_helper,402912,8192,16,16,512,32,0,0,0,1,1024,256,0,0,15
reduce_helper,5415168,512,64,64,8,32,0,0,0,1,1024,1024,0,0,15
reduce_helper,11311520,256,256,256,1,32,1,0,0,1,1024,4096,0,0,14
reduce_helper,5160384,512,1,1,512,32,0,0,0,1,1024,16,0,0,15
reduce_helper,382048,8192,128,128,64,32,0,0,0,1,1024,2048,0,0,14
reduce_helper,329511808,8,8,8,1,32,0,0,0,1,1024,128,0,0,15
reduce_helper,107744,262144,512,512,512,32,0,1,0,1,1024,8192,0,0,14
reduce_helper,782336,4096,8,8,512,32,0,1,0,1,1024,128,0,0,14
reduce_helper,750048,4096,4,4,1024,32,0,0,0,1,1024,64,0,0,15
reduce_helper,114112,65536,256,256,256,32,1,0,0,1,1024,4096,0,0,14
reduce_helper,852896,4096,512,512,8,32,0,0,0,1,1024,8192,0,0,14
reduce_helper,791712,4096,256,256,16,32,0,0,0,1,1024,4096,0,0,14
reduce_helper,39854496,64,4,4,16,32,0,0,0,1,1024,64,0,0,15
reduce_helper,20216160,128,4,4,32,32,0,0,0,1,1024,64,0,0,15
reduce_helper,1435840,2048,4,4,512,32,0,1,0,1,1024,64,0,0,14
reduce_helper,146144,32768,512,512,64,32,0,1,0,1,1024,8192,0,0,14
reduce_helper,5795072,512,256,256,2,32,0,1,0,1,1024,4096,0,0,14
reduce_helper,2757280,1024,128,128,8,32,0,1,0,1,1024,2048,0,0,14
reduce_helper,3342720,512,512,512,1,64,0,1,0,1,1024,16384,0,0,16
reduce_helper,242976,16384,512,512,32,32,1,1,0,1,1024,8192,0,0,14
reduce_helper,138688,32768,128,128,256,32,0,1,0,1,1024,2048,0,0,14
reduce_helper,138592,32768,128,128,256,32,1,1,0,1,1024,2048,0,0,14
reduce_helper,504841600,4,4,4,1,32,1,1,0,1,1024,64,0,0,14
reduce_helper,164224320,16,8,8,2,32,1,1,0,1,1024,128,0,0,14
reduce_helper,161374816,16,4,4,4,32,1,1,0,1,1024,64,0,0,14
reduce_helper,232000,16384,256,256,64,32,1,1,0,1,1024,4096,0,0,14
reduce_helper,79290784,32,2,2,16,32,1,1,0,1,1024,32,0,0,14
reduce_helper,714208,4096,16,16,256,32,0,1,0,1,1024,256,0,0,13
reduce_helper,5175008,512,1,1,512,32,1,1,0,1,1024,16,0,0,14
reduce_helper,728352,4096,128,128,32,32,1,1,0,1,1024,2048,0,0,14
reduce_helper,437728,8192,8,8,1024,32,1,1,0,1,1024,128,0,0,14
reduce_helper,1404864,2048,128,128,16,32,1,0,0,1,1024,2048,0,0,14
reduce_helper,21399712,128,128,128,1,32,1,0,0,1,1024,2048,0,0,14
reduce_helper,5464192,512,128,128,4,32,1,1,0,1,1024,2048,0,0,14
reduce_helper,10815296,256,128,128,2,32,1,1,0,1,1024,2048,0,0,14
reduce_helper,5795520,512,256,256,2,32,1,1,0,1,1024,4096,0,0,14
reduce_helper,107744,131072,512,512,256,32,1,0,0,1,1024,8192,0,0,14
reduce_helper,10725312,256,64,64,4,32,1,0,0,1,1024,1024,0,0,15
reduce_helper,1357600,2048,16,16,128,32,1,0,0,1,1024,256,0,0,15
reduce_helper,156768,32768,1024,1024,32,32,1,0,0,1,1024,16384,0,0,14
reduce_helper,106624,262144,512,512,512,64,1,0,0,1,1024,16384,0,0,16
reduce_helper,105568,262144,512,512,512,64,0,1,0,1,1024,16384,0,0,16
reduce_helper,2776704,512,8,8,64,64,0,1,0,1,1024,256,0,0,15
reduce_helper,446592,4096,256,256,16,64,0,1,0,1,1024,8192,0,0,16
reduce_helper,109376,524288,1024,1024,512,32,0,1,0,1,1024,16384,0,0,14
reduce_helper,416192,4096,128,128,32,64,0,1,0,1,1024,4096,0,0,16
reduce_helper,6250656,256,256,256,1,64,0,1,0,1,1024,8192,0,0,16
reduce_helper,10840768,128,4,4,32,64,0,1,0,1,1024,128,0,0,16
reduce_helper,143520,16384,128,128,128,64,0,1,0,1,1024,4096,0,0,16
reduce_helper,415968,4096,8,8,512,64,0,1,0,1,1024,256,0,0,15
reduce_helper,140736,16384,64,64,256,64,0,1,0,1,1024,2048,0,0,15
reduce_helper,161024,16384,1024,1024,16,64,0,1,0,1,1024,32768,0,0,16
reduce_helper,105600,65536,128,128,512,64,0,1,0,1,1024,4096,0,0,16
reduce_helper,111360,32768,512,512,64,64,0,1,0,1,1024,16384,0,0,16
reduce_helper,412256,4096,8,8,512,64,1,1,0,1,1024,256,0,0,15
reduce_helper,3152960,512,256,256,2,64,0,1,0,1,1024,8192,0,0,16
reduce_helper,84176096,16,1,1,16,64,0,1,0,1,1024,32,0,0,16
reduce_helper,105280,262144,1024,1024,256,64,0,1,0,1,1024,32768,0,0,16
reduce_helper,1985632,1024,1024,1024,1,64,1,1,0,1,1024,32768,0,0,16
reduce_helper,488448,8192,1024,1024,8,32,0,1,0,1,1024,16384,0,0,14
reduce_helper,5477920,256,1,1,256,64,0,0,0,1,1024,32,0,0,16
reduce_helper,43859232,32,8,8,4,64,0,1,0,1,1024,256,0,0,15
reduce_helper,42654560,32,1,1,32,64,0,1,0,1,1024,32,0,0,16
reduce_helper,106752,1048576,1024,1024,1024,64,1,1,0,1,1024,32768,0,0,16
