Kernel name,Computation duration (ns),Global size,Local size,BLOCK_SIZE,GRID_SIZE,PRECISION,LOOP_UNROLL_REDUCE_1,LOOP_UNROLL_REDUCE_2,TEXTURE_MEMORY,KERNEL_SHARED_MEMORY_SIZE,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
reduce_helper,1566368,2048,128,128,16,32,1,1,0,1,1024,2048,0,0,14
reduce_helper,3077632,1024,128,128,8,32,1,1,0,1,1024,2048,0,0,14
reduce_helper,62373984,32,4,4,8,64,1,0,0,1,1024,128,0,0,15
reduce_helper,607616,4096,16,16,256,64,0,1,0,1,1024,512,0,0,13
reduce_helper,7767584,256,256,256,1,64,0,0,0,1,1024,8192,0,0,15
reduce_helper,410720,524288,1024,1024,512,64,1,0,0,1,1024,32768,0,0,14
reduce_helper,688578944,4,4,4,1,32,1,1,0,1,1024,64,0,0,14
reduce_helper,399328,65536,1024,1024,64,32,1,1,0,1,1024,16384,0,0,12
reduce_helper,404416,16384,512,512,32,64,1,1,0,1,1024,16384,0,0,14
reduce_helper,397120,32768,256,256,128,32,0,0,0,1,1024,4096,0,0,13
reduce_helper,413216,16384,128,128,128,32,0,0,0,1,1024,2048,0,0,12
reduce_helper,22272544,128,64,64,2,32,0,0,0,1,1024,1024,0,0,13
reduce_helper,401728,131072,512,512,256,32,0,0,0,1,1024,8192,0,0,13
reduce_helper,21662560,128,2,2,64,32,0,0,0,1,1024,32,0,0,13
reduce_helper,5548544,512,16,16,32,32,0,0,0,1,1024,256,0,0,13
reduce_helper,1461920,2048,16,16,128,32,0,1,0,1,1024,256,0,0,11
reduce_helper,425120,8192,256,256,32,64,0,0,0,1,1024,8192,0,0,15
reduce_helper,772512,4096,64,64,64,32,0,0,0,1,1024,1024,0,0,13
reduce_helper,2954400,1024,2,2,512,32,0,0,0,1,1024,32,0,0,13
reduce_helper,401568,32768,1024,1024,32,32,0,0,0,1,1024,16384,0,0,13
reduce_helper,562784,4096,256,256,16,64,0,0,0,1,1024,8192,0,0,15
reduce_helper,21655392,128,1,1,128,32,1,0,0,1,1024,16,0,0,13
reduce_helper,43531232,64,16,16,4,32,0,0,0,1,1024,256,0,0,13
reduce_helper,776192,4096,256,256,16,32,0,0,0,1,1024,4096,0,0,13
reduce_helper,777408,4096,256,256,16,32,0,1,0,1,1024,4096,0,0,13
reduce_helper,1460256,2048,16,16,128,32,0,0,0,1,1024,256,0,0,13
reduce_helper,43204608,64,1,1,64,32,0,0,0,1,1024,16,0,0,13
